"score","city","title","review"
"3","North Potomac","LIvely Experimental Synthesizer Jazz with Global Fusion","This CD has instrumental experimental Jazz and near trance synthesizer pieces. Some of the rhythm patterns have a Latin flavor and feel very danceable. Others remind me of chill out lounge music. A few selections have some subdued vocals that are more part of the background rather than the foreground. I enjoyed the selections and liked working with them in the background. I have not heard the other volumes in the series and so I cannot compare them with each other. My only reservations about this collection is that the mood between selections is not always consistent"
"4","Winfield","CUT IT UP DEF","IT'S OLD SCHOOL JAMS!!! I HAVE SEARCHED AND SEARCHED FOR THIS CD FOR THE LONGEST. I HAVE FINALLY FOUND IT!!! NOW I HAVE TO PURCHASE IT."
"2","Ocean","I do not recommend this vacuum","We bought this Emer Galilieo vacuum cleaner for about $400 more than one year ago. The retractable cord broke after a short time. We had to send the vacuum to NJ to get it repaired by using the warranty. After a month they sent it back with the same problem and the on-off button was broken as well! I called the customer service and asked for refund or replacement and they were kind enough to replace the vacuum with a new one. This vacuum is very powerful"
"3","River Vale","More Fiction than fact","Donal Cline clearly demonstrates his inability to distinguish fact from fiction. I find his book to be biased (towards the Murphy-Dolan faction)"
"2","Essex","waste of time and money!!!!!!!!!!!!!","The Squiggler fell apart at second use"
"5","Doraville","CO alarm","Easy product to install. No fuss. Plug it in. It is out of sight behind a couch. I am satisfied.j."
"4","West Springfield","Easy as it can be.","I bought the First Alert CO600 for two reasons. I own a rental unit and California requires a carbon monoxide alarm in each one. The second reason is the price. I ordered this unit and had it delivered to my rental unit. The lady who rents from me is not mechanically inclined at all"
"1","Lake Stevens","THE ROCKETS RED GLARE ???","This over-priced pain in the sitting area has an always-on"
"3","Rehoboth","Absolutely great tripod for movie camera","excellent and cheap...panning acts almost like the $400+ tripods for movie cameras...and the controls in the handle add to the convenience and control of shaky movement...sold...stable...tall...worth the price"
"5","Selma","A written masterpiece","I first read this book in 1984/85 while in high school and I have bought copies for several friends in the last 15 years. I plan on giving this book as a gift to everyone for Xmas with a basket of white and yellow candles. I read this book at least 2 times a year for inspiration and guidance. Next to the Bible"
"1","Wixom","Love Jerry and Dean"," just not this version"
"2","Sylvania","Crap"," Junk"
"4","Sunset Hills","Dense with knowledge","This film is filled with informative interviews which is great. This film is also subtitled. Not so great. Definately worth an afternoon. Watch this film with intention because it is filled with teachings"
"3","Hamilton","I'd give it 6+ stars if I could!","The cover blurb on this book says it all: For office slaves"
"5","Waynesboro","An American Treasure","Charles Brown is an American treasure. His blues piano stylings are the perfect compliment to his unmistakable vocals. The selections on this cd are typical of the high quality music that CB has produced his entire life. Buy this cd. Buy any cd by Charles Brown. You won't regret it."
"2","Hastings-on-Hudson","not finding comfort in food","I have read this book in search of a way to view my body and my self more positively. However"
"3","Livonia","Typical Thomas video"," all about James"
"1","Lake Park","Inexpensive but poor quality","The set was shipped with a carrying case that was covered in an oil-like substance and either the oil or the case itself smelled horrendous. Also"
"2","Hilton Head Island","Dull and dirty","Well I don't usually write reviews but I feel the need with this product.1rst. They were caked with mud ...what's up with this?2nd. They are dullI guess they can be sharpened ..we'll see"
"4","Dracut","Deserving of the Pulitzer it won; but don't be scared by it.","Remnick won the Pulitzer for this unwrapping of 70 plus years of communist control of a collection of nations. In depth"
"4","Highland City","Like this by Technotronic featuring Monday Midnite","Like this is breath of fresh air in the dance music world filled with meaningless Technobeat with no specific direction. This song brought back the good memories of the 70's by using a sample of the classic clean up the ghetto. Monday Midnite's freestyle story about his experience at a London underground discotheque is unique and his succintly clear and distinctive accent is rare and I like it a lot. Plus"
"2","Garrison","A Disappointing Misrepresentation","Baking With Julia is an AMAZING Book.It is an exceptionally well written resource that is an accurate reflection of the PBS televised series of same name.When I stumbled onto the option to order a DVD [suposedly of the full series] on the book's writter"
